epsilon;loss;accuracy
0.72;4.05341;0.06160
0.725;4.04329;0.06260
0.73;4.03346;0.06270
0.735;4.02391;0.06290
0.74;4.01464;0.06350
0.745;4.00563;0.06400
0.75;3.99691;0.06430
0.755;3.98846;0.06460
0.76;3.98026;0.06480
0.765;3.97232;0.06490
0.77;3.96467;0.06530
0.775;3.95727;0.06550
0.78;3.95013;0.06560
0.785;3.94327;0.06580
0.79;3.93667;0.06610
0.795;3.93030;0.06630
0.8;3.92417;0.06680
0.805;3.91831;0.06700
0.81;3.91268;0.06650
0.815;3.90728;0.06640
0.82;3.90212;0.06640
0.825;3.89721;0.06660
0.83;3.89252;0.06670
0.835;3.88805;0.06710
0.84;3.88381;0.06700
0.845;3.87980;0.06710
0.85;3.87600;0.06720
0.855;3.87239;0.06740
0.86;3.86901;0.06760
0.865;3.86581;0.06750
0.87;3.86280;0.06770
0.875;3.85999;0.06810
0.88;3.85737;0.06840
0.885;3.85492;0.06840
0.89;3.85264;0.06860
0.895;3.85053;0.06880
0.9;3.84857;0.06910
0.905;3.84677;0.06910
0.91;3.84511;0.06950
0.915;3.84361;0.06950
0.92;3.84223;0.06970
0.925;3.84098;0.06970
0.93;3.83985;0.06980
0.935;3.83884;0.06990
0.94;3.83793;0.07000
0.945;3.83713;0.07000
0.95;3.83643;0.07000
0.955;3.83582;0.07000
0.96;3.83529;0.07000
0.965;3.83483;0.07010
0.97;3.83446;0.07000
0.975;3.83415;0.07010
0.98;3.83390;0.07010
0.985;3.83370;0.07010
0.99;3.83356;0.07010
0.995;3.83346;0.07010
1.0;3.83340;0.07010
